x_num,x_den,y_num,y_den,x_float,y_float
9,5,45,1,1.8,45.0
4,5,45,1,0.8,45.0
19,5,45,1,3.8,45.0
24,5,45,1,4.8,45.0
18,5,228,5,3.6,45.6
13,5,228,5,2.6,45.6
8,5,228,5,1.6,45.6
23,5,228,5,4.6,45.6
27,5,45,1,5.4,45.0
31,5,222,5,6.2,44.4
-2,1,213,5,-2.0,42.6
-7,5,217,5,-1.4,43.4
-3,5,44,1,-0.6,44.0
-4,5,221,5,-0.8,44.2
0,1,224,5,0.0,44.8
-8,5,218,5,-1.6,43.6
-11,5,214,5,-2.2,42.8
-14,5,42,1,-2.8,42.0
3,5,228,5,0.6,45.6
-1,5,45,1,-0.2,45.0
-1,1,222,5,-1.0,44.4
-9,5,219,5,-1.8,43.8
-12,5,43,1,-2.4,43.0
-8,5,44,1,-1.6,44.0
-2,1,219,5,-2.0,43.8
-7,5,223,5,-1.4,44.6
-1,1,224,5,-1.0,44.8
-2,5,228,5,-0.4,45.6
-9,5,221,5,-1.8,44.2
-6,5,45,1,-1.2,45.0
-13,5,218,5,-2.6,43.6
-2,1,222,5,-2.0,44.4
-1,1,223,5,-1.0,44.6
28,5,44,1,5.6,44.0
32,5,217,5,6.4,43.4
7,1,213,5,7.0,42.6
36,5,214,5,7.2,42.8
39,5,42,1,7.8,42.0
33,5,218,5,6.6,43.6
29,5,221,5,5.8,44.2
5,1,224,5,5.0,44.8
22,5,228,5,4.4,45.6
26,5,45,1,5.2,45.0
6,1,222,5,6.0,44.4
34,5,219,5,6.8,43.8
37,5,43,1,7.4,43.0
33,5,44,1,6.6,44.0
7,1,219,5,7.0,43.8
32,5,223,5,6.4,44.6
-4,5,45,1,-0.8,45.0
-8,5,222,5,-1.6,44.4
29,5,45,1,5.8,45.0
33,5,222,5,6.6,44.4
-9,5,44,1,-1.8,44.0
-13,5,217,5,-2.6,43.4
-6,5,224,5,-1.2,44.8
-2,1,221,5,-2.0,44.2
-3,5,228,5,-0.6,45.6
-7,5,45,1,-1.4,45.0
6,1,224,5,6.0,44.8
34,5,221,5,6.8,44.2
27,5,228,5,5.4,45.6
31,5,45,1,6.2,45.0
38,5,218,5,7.6,43.6
7,1,222,5,7.0,44.4
6,1,223,5,6.0,44.6
34,5,44,1,6.8,44.0
31,5,224,5,6.2,44.8
28,5,228,5,5.6,45.6
38,5,217,5,7.6,43.4
7,1,221,5,7.0,44.2
32,5,45,1,6.4,45.0
3,1,44,1,3.0,44.0
4,1,44,1,4.0,44.0
2,1,44,1,2.0,44.0
5,1,44,1,5.0,44.0
1,1,44,1,1.0,44.0
0,1,44,1,0.0,44.0
11,5,223,5,2.2,44.6
6,5,223,5,1.2,44.6
1,5,223,5,0.2,44.6
-4,5,223,5,-0.8,44.6
16,5,223,5,3.2,44.6
21,5,223,5,4.2,44.6
22,5,224,5,4.4,44.8
17,5,224,5,3.4,44.8
12,5,224,5,2.4,44.8
7,5,224,5,1.4,44.8
2,5,224,5,0.4,44.8
-3,5,224,5,-0.6,44.8
3,5,224,5,0.6,44.8
8,5,224,5,1.6,44.8
13,5,224,5,2.6,44.8
18,5,224,5,3.6,44.8
23,5,224,5,4.6,44.8
28,5,224,5,5.6,44.8
3,5,227,5,0.6,45.4
-2,5,227,5,-0.4,45.4
8,5,227,5,1.6,45.4
13,5,227,5,2.6,45.4
18,5,227,5,3.6,45.4
14,5,227,5,2.8,45.4
9,5,227,5,1.8,45.4
4,5,227,5,0.8,45.4
-1,5,227,5,-0.2,45.4
19,5,227,5,3.8,45.4
24,5,227,5,4.8,45.4
14,5,223,5,2.8,44.6
9,5,223,5,1.8,44.6
4,5,223,5,0.8,44.6
19,5,223,5,3.8,44.6
24,5,223,5,4.8,44.6
29,5,223,5,5.8,44.6
11,5,227,5,2.2,45.4
6,5,227,5,1.2,45.4
1,5,227,5,0.2,45.4
16,5,227,5,3.2,45.4
21,5,227,5,4.2,45.4
26,5,227,5,5.2,45.4
22,5,227,5,4.4,45.4
17,5,227,5,3.4,45.4
12,5,227,5,2.4,45.4
7,5,227,5,1.4,45.4
27,5,227,5,5.4,45.4
-1,5,223,5,-0.2,44.6
3,5,226,5,0.6,45.2
8,5,226,5,1.6,45.2
13,5,226,5,2.6,45.2
18,5,226,5,3.6,45.2
23,5,226,5,4.6,45.2
28,5,226,5,5.6,45.2
-2,5,226,5,-0.4,45.2
-6,5,223,5,-1.2,44.6
17,5,226,5,3.4,45.2
12,5,226,5,2.4,45.2
7,5,226,5,1.4,45.2
2,5,226,5,0.4,45.2
-3,5,226,5,-0.6,45.2
22,5,226,5,4.4,45.2
26,5,223,5,5.2,44.6
31,5,223,5,6.2,44.6
27,5,226,5,5.4,45.2
-7,5,226,5,-1.4,45.2
23,5,227,5,4.6,45.4
28,5,227,5,5.6,45.4
-4,5,227,5,-0.8,45.4
29,5,227,5,5.8,45.4
2,5,227,5,0.4,45.4
-2,5,224,5,-0.4,44.8
32,5,226,5,6.4,45.2
-6,5,221,5,-1.2,44.2
-3,5,227,5,-0.6,45.4
-7,5,224,5,-1.4,44.8
27,5,224,5,5.4,44.8
31,5,221,5,6.2,44.2
32,5,224,5,6.4,44.8
36,5,221,5,7.2,44.2
-11,5,221,5,-2.2,44.2
11,5,46,1,2.2,46.0
6,5,46,1,1.2,46.0
1,5,46,1,0.2,46.0
16,5,46,1,3.2,46.0
21,5,46,1,4.2,46.0
3,1,228,5,3.0,45.6
4,1,228,5,4.0,45.6
2,1,228,5,2.0,45.6
5,1,228,5,5.0,45.6
1,1,228,5,1.0,45.6
0,1,228,5,0.0,45.6
11,5,231,5,2.2,46.2
6,5,231,5,1.2,46.2
1,5,231,5,0.2,46.2
16,5,231,5,3.2,46.2
21,5,231,5,4.2,46.2
14,5,231,5,2.8,46.2
9,5,231,5,1.8,46.2
4,5,231,5,0.8,46.2
19,5,231,5,3.8,46.2
24,5,231,5,4.8,46.2
-1,5,231,5,-0.2,46.2
26,5,231,5,5.2,46.2
3,1,226,5,3.0,45.2
4,1,226,5,4.0,45.2
2,1,226,5,2.0,45.2
5,1,226,5,5.0,45.2
1,1,226,5,1.0,45.2
0,1,226,5,0.0,45.2
11,5,229,5,2.2,45.8
6,5,229,5,1.2,45.8
1,5,229,5,0.2,45.8
16,5,229,5,3.2,45.8
21,5,229,5,4.2,45.8
14,5,229,5,2.8,45.8
9,5,229,5,1.8,45.8
4,5,229,5,0.8,45.8
19,5,229,5,3.8,45.8
24,5,229,5,4.8,45.8
-1,5,229,5,-0.2,45.8
-1,1,226,5,-1.0,45.2
26,5,229,5,5.2,45.8
6,1,226,5,6.0,45.2
-4,5,229,5,-0.8,45.8
29,5,229,5,5.8,45.8
22,5,46,1,4.4,46.0
17,5,46,1,3.4,46.0
12,5,46,1,2.4,46.0
7,5,46,1,1.4,46.0
2,5,46,1,0.4,46.0
3,1,232,5,3.0,46.4
4,1,232,5,4.0,46.4
2,1,232,5,2.0,46.4
5,1,232,5,5.0,46.4
1,1,232,5,1.0,46.4
0,1,232,5,0.0,46.4
3,5,46,1,0.6,46.0
8,5,46,1,1.6,46.0
13,5,46,1,2.6,46.0
18,5,46,1,3.6,46.0
23,5,46,1,4.6,46.0
17,5,233,5,3.4,46.6
12,5,233,5,2.4,46.6
7,5,233,5,1.4,46.6
2,5,233,5,0.4,46.6
-2,5,46,1,-0.4,46.0
-6,5,227,5,-1.2,45.4
3,1,234,5,3.0,46.8
4,1,234,5,4.0,46.8
2,1,234,5,2.0,46.8
1,1,234,5,1.0,46.8
14,5,46,1,2.8,46.0
9,5,46,1,1.8,46.0
4,5,46,1,0.8,46.0
19,5,46,1,3.8,46.0
24,5,46,1,4.8,46.0
18,5,233,5,3.6,46.6
13,5,233,5,2.6,46.6
8,5,233,5,1.6,46.6
23,5,233,5,4.6,46.6
27,5,46,1,5.4,46.0
31,5,227,5,6.2,45.4
-2,1,224,5,-2.0,44.8
-2,1,218,5,-2.0,43.6
-7,5,222,5,-1.4,44.4
-3,5,45,1,-0.6,45.0
-7,5,228,5,-1.4,45.6
-4,5,226,5,-0.8,45.2
0,1,229,5,0.0,45.8
-8,5,223,5,-1.6,44.6
-11,5,219,5,-2.2,43.8
-14,5,43,1,-2.8,43.0
3,5,233,5,0.6,46.6
-1,5,46,1,-0.2,46.0
-1,1,227,5,-1.0,45.4
-9,5,224,5,-1.8,44.8
-12,5,44,1,-2.4,44.0
-8,5,45,1,-1.6,45.0
-1,1,228,5,-1.0,45.6
-1,1,229,5,-1.0,45.8
-2,5,233,5,-0.4,46.6
-9,5,226,5,-1.8,45.2
-6,5,46,1,-1.2,46.0
-13,5,223,5,-2.6,44.6
-2,1,227,5,-2.0,45.4
28,5,45,1,5.6,45.0
32,5,222,5,6.4,44.4
7,1,218,5,7.0,43.6
36,5,219,5,7.2,43.8
39,5,43,1,7.8,43.0
33,5,223,5,6.6,44.6
29,5,226,5,5.8,45.2
5,1,229,5,5.0,45.8
22,5,233,5,4.4,46.6
26,5,46,1,5.2,46.0
6,1,227,5,6.0,45.4
34,5,224,5,6.8,44.8
37,5,44,1,7.4,44.0
33,5,45,1,6.6,45.0
7,1,224,5,7.0,44.8
32,5,228,5,6.4,45.6
-4,5,46,1,-0.8,46.0
-8,5,227,5,-1.6,45.4
29,5,46,1,5.8,46.0
33,5,227,5,6.6,45.4
-9,5,45,1,-1.8,45.0
-13,5,222,5,-2.6,44.4
-6,5,229,5,-1.2,45.8
-2,1,226,5,-2.0,45.2
-3,5,233,5,-0.6,46.6
-7,5,46,1,-1.4,46.0
6,1,228,5,6.0,45.6
34,5,45,1,6.8,45.0
31,5,229,5,6.2,45.8
28,5,233,5,5.6,46.6
38,5,222,5,7.6,44.4
7,1,226,5,7.0,45.2
32,5,46,1,6.4,46.0
6,1,229,5,6.0,45.8
34,5,226,5,6.8,45.2
27,5,233,5,5.4,46.6
31,5,46,1,6.2,46.0
38,5,223,5,7.6,44.6
7,1,227,5,7.0,45.4
3,1,45,1,3.0,45.0
4,1,45,1,4.0,45.0
2,1,45,1,2.0,45.0
5,1,45,1,5.0,45.0
1,1,45,1,1.0,45.0
0,1,45,1,0.0,45.0
11,5,228,5,2.2,45.6
6,5,228,5,1.2,45.6
1,5,228,5,0.2,45.6
-4,5,228,5,-0.8,45.6
16,5,228,5,3.2,45.6
21,5,228,5,4.2,45.6
22,5,229,5,4.4,45.8
17,5,229,5,3.4,45.8
12,5,229,5,2.4,45.8
7,5,229,5,1.4,45.8
2,5,229,5,0.4,45.8
-3,5,229,5,-0.6,45.8
3,5,229,5,0.6,45.8
8,5,229,5,1.6,45.8
13,5,229,5,2.6,45.8
18,5,229,5,3.6,45.8
23,5,229,5,4.6,45.8
28,5,229,5,5.6,45.8
3,5,232,5,0.6,46.4
-2,5,232,5,-0.4,46.4
8,5,232,5,1.6,46.4
13,5,232,5,2.6,46.4
18,5,232,5,3.6,46.4
14,5,228,5,2.8,45.6
9,5,228,5,1.8,45.6
4,5,228,5,0.8,45.6
19,5,228,5,3.8,45.6
24,5,228,5,4.8,45.6
29,5,228,5,5.8,45.6
11,5,232,5,2.2,46.4
6,5,232,5,1.2,46.4
1,5,232,5,0.2,46.4
16,5,232,5,3.2,46.4
21,5,232,5,4.2,46.4
26,5,232,5,5.2,46.4
22,5,232,5,4.4,46.4
17,5,232,5,3.4,46.4
12,5,232,5,2.4,46.4
7,5,232,5,1.4,46.4
27,5,232,5,5.4,46.4
14,5,232,5,2.8,46.4
9,5,232,5,1.8,46.4
4,5,232,5,0.8,46.4
-1,5,232,5,-0.2,46.4
19,5,232,5,3.8,46.4
24,5,232,5,4.8,46.4
-1,5,228,5,-0.2,45.6
3,5,231,5,0.6,46.2
8,5,231,5,1.6,46.2
13,5,231,5,2.6,46.2
18,5,231,5,3.6,46.2
23,5,231,5,4.6,46.2
28,5,231,5,5.6,46.2
-2,5,231,5,-0.4,46.2
-6,5,228,5,-1.2,45.6
17,5,231,5,3.4,46.2
12,5,231,5,2.4,46.2
7,5,231,5,1.4,46.2
2,5,231,5,0.4,46.2
-3,5,231,5,-0.6,46.2
22,5,231,5,4.4,46.2
26,5,228,5,5.2,45.6
31,5,228,5,6.2,45.6
27,5,231,5,5.4,46.2
-7,5,231,5,-1.4,46.2
23,5,232,5,4.6,46.4
28,5,232,5,5.6,46.4
-4,5,232,5,-0.8,46.4
29,5,232,5,5.8,46.4
2,5,232,5,0.4,46.4
-2,5,229,5,-0.4,45.8
32,5,231,5,6.4,46.2
-6,5,226,5,-1.2,45.2
-3,5,232,5,-0.6,46.4
-7,5,229,5,-1.4,45.8
27,5,229,5,5.4,45.8
31,5,226,5,6.2,45.2
32,5,229,5,6.4,45.8
36,5,226,5,7.2,45.2
-11,5,226,5,-2.2,45.2
11,5,47,1,2.2,47.0
6,5,47,1,1.2,47.0
1,5,47,1,0.2,47.0
16,5,47,1,3.2,47.0
21,5,47,1,4.2,47.0
3,1,233,5,3.0,46.6
4,1,233,5,4.0,46.6
2,1,233,5,2.0,46.6
5,1,233,5,5.0,46.6
1,1,233,5,1.0,46.6
0,1,233,5,0.0,46.6
11,5,236,5,2.2,47.2
6,5,236,5,1.2,47.2
1,5,236,5,0.2,47.2
16,5,236,5,3.2,47.2
21,5,236,5,4.2,47.2
14,5,236,5,2.8,47.2
9,5,236,5,1.8,47.2
4,5,236,5,0.8,47.2
19,5,236,5,3.8,47.2
24,5,236,5,4.8,47.2
-1,5,236,5,-0.2,47.2
26,5,236,5,5.2,47.2
3,1,231,5,3.0,46.2
4,1,231,5,4.0,46.2
2,1,231,5,2.0,46.2
5,1,231,5,5.0,46.2
1,1,231,5,1.0,46.2
0,1,231,5,0.0,46.2
11,5,234,5,2.2,46.8
6,5,234,5,1.2,46.8
1,5,234,5,0.2,46.8
16,5,234,5,3.2,46.8
21,5,234,5,4.2,46.8
14,5,234,5,2.8,46.8
9,5,234,5,1.8,46.8
4,5,234,5,0.8,46.8
19,5,234,5,3.8,46.8
24,5,234,5,4.8,46.8
-1,5,234,5,-0.2,46.8
-1,1,231,5,-1.0,46.2
26,5,234,5,5.2,46.8
6,1,231,5,6.0,46.2
-4,5,234,5,-0.8,46.8
29,5,234,5,5.8,46.8
22,5,47,1,4.4,47.0
17,5,47,1,3.4,47.0
12,5,47,1,2.4,47.0
7,5,47,1,1.4,47.0
2,5,47,1,0.4,47.0
3,1,237,5,3.0,47.4
4,1,237,5,4.0,47.4
2,1,237,5,2.0,47.4
5,1,237,5,5.0,47.4
1,1,237,5,1.0,47.4
0,1,237,5,0.0,47.4
3,5,47,1,0.6,47.0
8,5,47,1,1.6,47.0
13,5,47,1,2.6,47.0
18,5,47,1,3.6,47.0
23,5,47,1,4.6,47.0
17,5,238,5,3.4,47.6
12,5,238,5,2.4,47.6
7,5,238,5,1.4,47.6
2,5,238,5,0.4,47.6
-2,5,47,1,-0.4,47.0
-6,5,232,5,-1.2,46.4
3,1,239,5,3.0,47.8
4,1,239,5,4.0,47.8
2,1,239,5,2.0,47.8
1,1,239,5,1.0,47.8
14,5,47,1,2.8,47.0
9,5,47,1,1.8,47.0
4,5,47,1,0.8,47.0
19,5,47,1,3.8,47.0
24,5,47,1,4.8,47.0
18,5,238,5,3.6,47.6
13,5,238,5,2.6,47.6
8,5,238,5,1.6,47.6
23,5,238,5,4.6,47.6
27,5,47,1,5.4,47.0
31,5,232,5,6.2,46.4
-2,1,223,5,-2.0,44.6
-7,5,227,5,-1.4,45.4
-3,5,46,1,-0.6,46.0
-4,5,231,5,-0.8,46.2
0,1,234,5,0.0,46.8
-8,5,228,5,-1.6,45.6
-11,5,224,5,-2.2,44.8
-14,5,44,1,-2.8,44.0
3,5,238,5,0.6,47.6
-1,5,47,1,-0.2,47.0
-1,1,232,5,-1.0,46.4
-9,5,229,5,-1.8,45.8
-12,5,45,1,-2.4,45.0
-8,5,46,1,-1.6,46.0
-2,1,229,5,-2.0,45.8
-7,5,233,5,-1.4,46.6
-1,1,233,5,-1.0,46.6
-1,1,234,5,-1.0,46.8
-2,5,238,5,-0.4,47.6
-9,5,231,5,-1.8,46.2
-6,5,47,1,-1.2,47.0
-13,5,228,5,-2.6,45.6
-2,1,232,5,-2.0,46.4
28,5,46,1,5.6,46.0
32,5,227,5,6.4,45.4
7,1,223,5,7.0,44.6
36,5,224,5,7.2,44.8
39,5,44,1,7.8,44.0
33,5,228,5,6.6,45.6
29,5,231,5,5.8,46.2
5,1,234,5,5.0,46.8
22,5,238,5,4.4,47.6
26,5,47,1,5.2,47.0
6,1,232,5,6.0,46.4
34,5,229,5,6.8,45.8
37,5,45,1,7.4,45.0
33,5,46,1,6.6,46.0
7,1,229,5,7.0,45.8
32,5,233,5,6.4,46.6
-4,5,47,1,-0.8,47.0
-8,5,232,5,-1.6,46.4
29,5,47,1,5.8,47.0
33,5,232,5,6.6,46.4
-9,5,46,1,-1.8,46.0
-13,5,227,5,-2.6,45.4
-6,5,234,5,-1.2,46.8
-2,1,231,5,-2.0,46.2
-3,5,238,5,-0.6,47.6
-7,5,47,1,-1.4,47.0
6,1,233,5,6.0,46.6
34,5,46,1,6.8,46.0
31,5,234,5,6.2,46.8
28,5,238,5,5.6,47.6
38,5,227,5,7.6,45.4
7,1,231,5,7.0,46.2
32,5,47,1,6.4,47.0
6,1,234,5,6.0,46.8
34,5,231,5,6.8,46.2
27,5,238,5,5.4,47.6
31,5,47,1,6.2,47.0
38,5,228,5,7.6,45.6
7,1,232,5,7.0,46.4
3,1,46,1,3.0,46.0
4,1,46,1,4.0,46.0
2,1,46,1,2.0,46.0
5,1,46,1,5.0,46.0
1,1,46,1,1.0,46.0
0,1,46,1,0.0,46.0
11,5,233,5,2.2,46.6
6,5,233,5,1.2,46.6
1,5,233,5,0.2,46.6
-4,5,233,5,-0.8,46.6
16,5,233,5,3.2,46.6
21,5,233,5,4.2,46.6
22,5,234,5,4.4,46.8
17,5,234,5,3.4,46.8
12,5,234,5,2.4,46.8
7,5,234,5,1.4,46.8
2,5,234,5,0.4,46.8
-3,5,234,5,-0.6,46.8
3,5,234,5,0.6,46.8
8,5,234,5,1.6,46.8
13,5,234,5,2.6,46.8
18,5,234,5,3.6,46.8
23,5,234,5,4.6,46.8
28,5,234,5,5.6,46.8
3,5,237,5,0.6,47.4
-2,5,237,5,-0.4,47.4
8,5,237,5,1.6,47.4
13,5,237,5,2.6,47.4
18,5,237,5,3.6,47.4
14,5,233,5,2.8,46.6
9,5,233,5,1.8,46.6
4,5,233,5,0.8,46.6
19,5,233,5,3.8,46.6
24,5,233,5,4.8,46.6
29,5,233,5,5.8,46.6
11,5,237,5,2.2,47.4
6,5,237,5,1.2,47.4
1,5,237,5,0.2,47.4
16,5,237,5,3.2,47.4
21,5,237,5,4.2,47.4
26,5,237,5,5.2,47.4
22,5,237,5,4.4,47.4
17,5,237,5,3.4,47.4
12,5,237,5,2.4,47.4
7,5,237,5,1.4,47.4
27,5,237,5,5.4,47.4
14,5,237,5,2.8,47.4
9,5,237,5,1.8,47.4
4,5,237,5,0.8,47.4
-1,5,237,5,-0.2,47.4
19,5,237,5,3.8,47.4
24,5,237,5,4.8,47.4
-1,5,233,5,-0.2,46.6
3,5,236,5,0.6,47.2
8,5,236,5,1.6,47.2
13,5,236,5,2.6,47.2
18,5,236,5,3.6,47.2
23,5,236,5,4.6,47.2
28,5,236,5,5.6,47.2
-2,5,236,5,-0.4,47.2
-6,5,233,5,-1.2,46.6
17,5,236,5,3.4,47.2
12,5,236,5,2.4,47.2
7,5,236,5,1.4,47.2
2,5,236,5,0.4,47.2
-3,5,236,5,-0.6,47.2
22,5,236,5,4.4,47.2
26,5,233,5,5.2,46.6
31,5,233,5,6.2,46.6
27,5,236,5,5.4,47.2
-7,5,236,5,-1.4,47.2
23,5,237,5,4.6,47.4
28,5,237,5,5.6,47.4
-4,5,237,5,-0.8,47.4
29,5,237,5,5.8,47.4
2,5,237,5,0.4,47.4
-2,5,234,5,-0.4,46.8
32,5,236,5,6.4,47.2
-6,5,231,5,-1.2,46.2
-3,5,237,5,-0.6,47.4
-7,5,234,5,-1.4,46.8
27,5,234,5,5.4,46.8
31,5,231,5,6.2,46.2
32,5,234,5,6.4,46.8
36,5,231,5,7.2,46.2
-11,5,231,5,-2.2,46.2
11,5,48,1,2.2,48.0
6,5,48,1,1.2,48.0
1,5,48,1,0.2,48.0
16,5,48,1,3.2,48.0
21,5,48,1,4.2,48.0
3,1,238,5,3.0,47.6
4,1,238,5,4.0,47.6
2,1,238,5,2.0,47.6
5,1,238,5,5.0,47.6
1,1,238,5,1.0,47.6
0,1,238,5,0.0,47.6
11,5,241,5,2.2,48.2
6,5,241,5,1.2,48.2
1,5,241,5,0.2,48.2
16,5,241,5,3.2,48.2
21,5,241,5,4.2,48.2
14,5,241,5,2.8,48.2
9,5,241,5,1.8,48.2
4,5,241,5,0.8,48.2
19,5,241,5,3.8,48.2
24,5,241,5,4.8,48.2
-1,5,241,5,-0.2,48.2
26,5,241,5,5.2,48.2
3,1,236,5,3.0,47.2
4,1,236,5,4.0,47.2
2,1,236,5,2.0,47.2
5,1,236,5,5.0,47.2
1,1,236,5,1.0,47.2
0,1,236,5,0.0,47.2
11,5,239,5,2.2,47.8
6,5,239,5,1.2,47.8
1,5,239,5,0.2,47.8
16,5,239,5,3.2,47.8
21,5,239,5,4.2,47.8
14,5,239,5,2.8,47.8
9,5,239,5,1.8,47.8
4,5,239,5,0.8,47.8
19,5,239,5,3.8,47.8
24,5,239,5,4.8,47.8
-1,5,239,5,-0.2,47.8
-1,1,236,5,-1.0,47.2
26,5,239,5,5.2,47.8
6,1,236,5,6.0,47.2
-4,5,239,5,-0.8,47.8
29,5,239,5,5.8,47.8
22,5,48,1,4.4,48.0
17,5,48,1,3.4,48.0
12,5,48,1,2.4,48.0
7,5,48,1,1.4,48.0
2,5,48,1,0.4,48.0
3,1,242,5,3.0,48.4
4,1,242,5,4.0,48.4
2,1,242,5,2.0,48.4
5,1,242,5,5.0,48.4
1,1,242,5,1.0,48.4
0,1,242,5,0.0,48.4
3,5,48,1,0.6,48.0
8,5,48,1,1.6,48.0
13,5,48,1,2.6,48.0
18,5,48,1,3.6,48.0
23,5,48,1,4.6,48.0
17,5,243,5,3.4,48.6
12,5,243,5,2.4,48.6
7,5,243,5,1.4,48.6
2,5,243,5,0.4,48.6
-2,5,48,1,-0.4,48.0
-6,5,237,5,-1.2,47.4
3,1,244,5,3.0,48.8
4,1,244,5,4.0,48.8
2,1,244,5,2.0,48.8
1,1,244,5,1.0,48.8
14,5,48,1,2.8,48.0
9,5,48,1,1.8,48.0
4,5,48,1,0.8,48.0
19,5,48,1,3.8,48.0
24,5,48,1,4.8,48.0
18,5,243,5,3.6,48.6
13,5,243,5,2.6,48.6
8,5,243,5,1.6,48.6
23,5,243,5,4.6,48.6
27,5,48,1,5.4,48.0
31,5,237,5,6.2,47.4
-2,1,228,5,-2.0,45.6
-7,5,232,5,-1.4,46.4
-3,5,47,1,-0.6,47.0
-4,5,236,5,-0.8,47.2
0,1,239,5,0.0,47.8
-8,5,233,5,-1.6,46.6
-11,5,229,5,-2.2,45.8
-14,5,45,1,-2.8,45.0
3,5,243,5,0.6,48.6
-1,5,48,1,-0.2,48.0
-1,1,237,5,-1.0,47.4
-9,5,234,5,-1.8,46.8
-12,5,46,1,-2.4,46.0
-8,5,47,1,-1.6,47.0
-2,1,234,5,-2.0,46.8
-7,5,238,5,-1.4,47.6
-1,1,238,5,-1.0,47.6
-1,1,239,5,-1.0,47.8
-2,5,243,5,-0.4,48.6
-9,5,236,5,-1.8,47.2
-6,5,48,1,-1.2,48.0
-13,5,233,5,-2.6,46.6
-2,1,237,5,-2.0,47.4
28,5,47,1,5.6,47.0
32,5,232,5,6.4,46.4
7,1,228,5,7.0,45.6
36,5,229,5,7.2,45.8
39,5,45,1,7.8,45.0
33,5,233,5,6.6,46.6
29,5,236,5,5.8,47.2
5,1,239,5,5.0,47.8
22,5,243,5,4.4,48.6
26,5,48,1,5.2,48.0
6,1,237,5,6.0,47.4
34,5,234,5,6.8,46.8
37,5,46,1,7.4,46.0
33,5,47,1,6.6,47.0
7,1,234,5,7.0,46.8
32,5,238,5,6.4,47.6
-4,5,48,1,-0.8,48.0
-8,5,237,5,-1.6,47.4
29,5,48,1,5.8,48.0
33,5,237,5,6.6,47.4
-9,5,47,1,-1.8,47.0
-13,5,232,5,-2.6,46.4
-6,5,239,5,-1.2,47.8
-2,1,236,5,-2.0,47.2
-3,5,243,5,-0.6,48.6
-7,5,48,1,-1.4,48.0
6,1,238,5,6.0,47.6
34,5,47,1,6.8,47.0
31,5,239,5,6.2,47.8
28,5,243,5,5.6,48.6
38,5,232,5,7.6,46.4
7,1,236,5,7.0,47.2
32,5,48,1,6.4,48.0
6,1,239,5,6.0,47.8
34,5,236,5,6.8,47.2
27,5,243,5,5.4,48.6
31,5,48,1,6.2,48.0
38,5,233,5,7.6,46.6
7,1,237,5,7.0,47.4
3,1,47,1,3.0,47.0
4,1,47,1,4.0,47.0
2,1,47,1,2.0,47.0
5,1,47,1,5.0,47.0
1,1,47,1,1.0,47.0
0,1,47,1,0.0,47.0
11,5,238,5,2.2,47.6
6,5,238,5,1.2,47.6
1,5,238,5,0.2,47.6
-4,5,238,5,-0.8,47.6
16,5,238,5,3.2,47.6
21,5,238,5,4.2,47.6
22,5,239,5,4.4,47.8
17,5,239,5,3.4,47.8
12,5,239,5,2.4,47.8
7,5,239,5,1.4,47.8
2,5,239,5,0.4,47.8
-3,5,239,5,-0.6,47.8
3,5,239,5,0.6,47.8
8,5,239,5,1.6,47.8
13,5,239,5,2.6,47.8
18,5,239,5,3.6,47.8
23,5,239,5,4.6,47.8
28,5,239,5,5.6,47.8
3,5,242,5,0.6,48.4
-2,5,242,5,-0.4,48.4
8,5,242,5,1.6,48.4
13,5,242,5,2.6,48.4
18,5,242,5,3.6,48.4
14,5,238,5,2.8,47.6
9,5,238,5,1.8,47.6
4,5,238,5,0.8,47.6
19,5,238,5,3.8,47.6
24,5,238,5,4.8,47.6
29,5,238,5,5.8,47.6
11,5,242,5,2.2,48.4
6,5,242,5,1.2,48.4
1,5,242,5,0.2,48.4
16,5,242,5,3.2,48.4
21,5,242,5,4.2,48.4
26,5,242,5,5.2,48.4
22,5,242,5,4.4,48.4
17,5,242,5,3.4,48.4
12,5,242,5,2.4,48.4
7,5,242,5,1.4,48.4
27,5,242,5,5.4,48.4
14,5,242,5,2.8,48.4
9,5,242,5,1.8,48.4
4,5,242,5,0.8,48.4
-1,5,242,5,-0.2,48.4
19,5,242,5,3.8,48.4
24,5,242,5,4.8,48.4
-1,5,238,5,-0.2,47.6
3,5,241,5,0.6,48.2
8,5,241,5,1.6,48.2
13,5,241,5,2.6,48.2
18,5,241,5,3.6,48.2
23,5,241,5,4.6,48.2
28,5,241,5,5.6,48.2
-2,5,241,5,-0.4,48.2
-6,5,238,5,-1.2,47.6
17,5,241,5,3.4,48.2
12,5,241,5,2.4,48.2
7,5,241,5,1.4,48.2
2,5,241,5,0.4,48.2
-3,5,241,5,-0.6,48.2
22,5,241,5,4.4,48.2
26,5,238,5,5.2,47.6
31,5,238,5,6.2,47.6
27,5,241,5,5.4,48.2
-7,5,241,5,-1.4,48.2
23,5,242,5,4.6,48.4
28,5,242,5,5.6,48.4
-4,5,242,5,-0.8,48.4
29,5,242,5,5.8,48.4
2,5,242,5,0.4,48.4
-2,5,239,5,-0.4,47.8
32,5,241,5,6.4,48.2
-6,5,236,5,-1.2,47.2
-3,5,242,5,-0.6,48.4
-7,5,239,5,-1.4,47.8
27,5,239,5,5.4,47.8
31,5,236,5,6.2,47.2
32,5,239,5,6.4,47.8
36,5,236,5,7.2,47.2
-11,5,236,5,-2.2,47.2
11,5,49,1,2.2,49.0
